total_loan,year_of_loan,interest,monthly_payment,work_year,house_exist,censor_status,use,region,debt_loan_ratio,del_in_18month,scoring_low,scoring_high,known_outstanding_loan,known_dero,pub_dero_bankrup,recircle_b,recircle_u,initial_list_status,app_type,title,policy_code,f0,f1,f2,f3,f4,early_return,early_return_amount,early_return_amount_3mon,isDefault,repayment_ratio,score_range,class_B,class_C,class_D,class_E,class_F,class_G,employer_type_世界五百强,employer_type_幼教与中小学校,employer_type_政府机构,employer_type_普通企业,employer_type_高等教育机构,industry_住宿和餐饮业,industry_信息传输、软件和信息技术服务业,industry_公共服务、社会组织,industry_农、林、牧、渔业,industry_制造业,industry_国际组织,industry_建筑业,industry_房地产业,industry_批发和零售业,industry_文化和体育业,industry_电力、热力生产供应业,industry_采矿业,industry_金融业
1636.363636,3,17.091,65.98,10.0,1,1,0,9,23.14,0,660.0,770.0,6,2,0.0,5049.0,108.7692308,0,0,0,1,3.0,0.0,6.0,4.0,2.0,0,0,0.0,1,0.04032111112007136,110.0,False,False,True,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False
20415.90909,5,15.291,429.24,10.0,0,0,0,14,29.40909091,0,685.0,799.1666667,6,0,0.0,21566.53846,82.3,0,0,0,1,3.0,0.0,10.0,9.0,6.0,0,0,0.0,0,0.021024780141201148,114.16666669999995,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False
5500.0,3,12.62,184.32,6.0,1,0,0,8,36.76363636,1,605.4545455,706.3636364,10,0,0.0,7252.0,29.26153846,0,0,0,1,4.0,0.0,6.0,9.0,4.0,0,0,0.0,0,0.03351272727272727,100.90909090000002,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False
35000.0,5,12.69,790.82,3.0,0,2,0,14,27.45,0,805.0,939.1666667,17,0,0.0,3976.615385,8.615384615,0,0,0,1,3.0,0.0,10.0,18.0,6.0,0,0,0.0,1,0.022594857142857146,134.16666669999995,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
7090.909091,3,6.615,186.23,3.0,0,2,0,0,20.71636364,0,556.3636364,602.7272727,11,0,0.0,10645.0,58.26923077,0,0,0,1,8.0,0.0,4.0,14.0,6.0,0,0,0.0,0,0.02626320512786842,46.36363629999994,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True
20454.54545,3,6.291,771.82,1.0,0,1,4,3,14.95454545,0,576.8181818,672.9545455,10,1,0.0,53312.0,53.09230769,0,0,4,1,8.0,0.0,2.0,19.0,12.0,0,0,0.0,0,0.037733422230607425,96.13636369999995,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False
8181.818182,5,17.171,241.12,10.0,1,2,4,13,14.13636364,1,670.0,837.5,7,0,0.0,13693.07692,73.9,0,0,4,1,4.0,0.0,5.0,6.0,4.0,0,0,0.0,1,0.029470222221567328,167.5,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True
41363.63636,5,15.939,823.31,10.0,0,1,4,14,12.99272727,0,540.0,675.0,21,0,0.0,47656.0,73.66153846,1,0,4,1,14.0,0.0,14.0,24.0,11.0,0,0,0.0,1,0.019904197803947622,135.0,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False
8727.272727,3,10.923,257.88,2.0,1,0,0,12,4.327272727,0,600.0,650.0,4,0,0.0,4550.0,46.5,0,0,0,1,4.0,0.0,1.0,5.0,3.0,0,0,0.0,0,0.0295487500009234,50.0,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
16363.63636,5,14.193,483.93,4.0,0,0,0,20,16.17818182,0,720.0,780.0,6,0,0.0,21223.0,103.3846154,1,0,0,1,4.0,0.0,12.0,7.0,3.0,0,0,0.0,0,0.029573500006571888,60.0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
21818.18182,3,9.99,645.25,8.0,0,1,0,13,15.68727273,0,660.0,825.0,7,1,1.0,6538.0,41.9,0,0,0,1,2.0,0.0,3.0,17.0,12.0,0,0,0.0,0,0.029573958330868833,165.0,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False
4545.454545,3,12.744,171.28,4.0,2,0,8,23,8.09,0,774.5454545,839.0909091,3,0,0.0,2917.846154,49.47692308,1,0,9,1,2.0,0.0,1.0,4.0,3.0,0,0,0.0,0,0.03768160000376816,64.54545459999997,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False
17727.27273,3,17.091,549.77,1.0,1,1,4,8,22.77818182,0,741.8181818,865.4545455,9,0,0.0,11990.46154,62.13846154,1,0,4,1,3.0,0.0,5.0,4.0,3.0,0,0,0.0,1,0.031012666661895484,123.63636369999995,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False
18590.90909,5,19.99,541.69,5.0,1,1,0,36,21.66545455,0,695.0,752.9166667,10,1,1.0,2249.0,26.19230769,0,0,0,1,4.0,0.0,9.0,8.0,1.0,0,0,0.0,0,0.029137359414627743,57.91666669999995,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False
3636.363636,3,13.185,137.98,10.0,1,0,0,8,29.27,0,660.0,770.0,14,1,1.0,8354.0,99.34615385,1,0,0,1,9.0,0.0,5.0,13.0,11.0,0,0,0.0,0,0.03794450000379445,110.0,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
27409.09091,5,12.591,779.32,10.0,0,1,0,19,15.85,1,631.8181818,684.469697,8,0,0.0,13350.0,98.88461538,0,0,0,1,3.0,0.0,5.0,4.0,3.0,0,0,0.0,1,0.028432902154944185,52.65151519999995,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
3220.454545,3,10.791,90.5,3.0,0,0,0,37,10.68181818,0,660.0,770.0,10,0,0.0,5507.384615,40.3,1,0,0,1,5.0,0.0,12.0,20.0,12.0,0,0,0.0,0,0.02810162315146106,110.0,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False
30000.0,3,5.841,903.31,10.0,0,1,0,28,26.47,0,785.0,915.8333333,13,0,0.0,23802.69231,29.19230769,1,0,0,1,6.0,0.0,9.0,10.0,6.0,0,0,0.0,0,0.030110333333333333,130.83333330000005,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
24818.18182,3,14.391,738.2,10.0,0,1,0,13,15.24,0,589.0909091,687.2727273,22,0,0.0,5449.846154,14.86153846,0,0,0,1,8.0,0.0,5.0,30.0,9.0,0,0,0.0,0,0.029744322342143272,98.18181820000007,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False
35454.54545,5,13.49,690.15,8.0,0,1,3,14,11.41,0,572.7272727,668.1818182,10,1,0.0,17638.92308,76.67692308,1,0,3,1,5.0,0.0,6.0,8.0,6.0,0,0,0.0,0,0.019465769233264842,95.4545455,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
8727.272727,3,10.076,255.0,10.0,0,2,2,20,20.98636364,0,548.1818182,593.8636364,17,0,0.0,28251.92308,72.69230769,0,0,5,1,12.0,0.0,12.0,16.0,8.0,0,0,0.0,0,0.029218750000913087,45.681818200000066,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True
8181.818182,3,8.239,311.02,10.0,2,0,0,43,15.38181818,0,695.4545455,753.4090909,11,0,0.0,4607.307692,20.03076923,0,0,0,1,5.0,0.0,10.0,11.0,8.0,3,341,68.2,0,0.03801355555471081,57.95454540000003,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
15709.09091,3,11.691,646.84,4.0,1,1,3,13,20.81454545,0,730.0,912.5,6,0,0.0,14237.0,86.42307692,0,0,3,1,3.0,0.0,6.0,10.0,4.0,3,4587,917.4,0,0.041176157405024526,182.5,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
22909.09091,5,17.171,506.34,10.0,0,2,0,8,1.75,0,752.7272727,878.1818182,5,0,0.0,6310.769231,76.03076923,1,0,0,1,1.0,0.0,2.0,2.0,0.0,0,5417,1083.4,0,0.02210214285626579,125.4545455,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
28363.63636,5,19.327,603.85,1.0,0,1,0,36,12.96,1,695.0,810.8333333,11,1,0.0,10949.53846,49.10769231,1,0,0,1,6.0,0.0,5.0,13.0,4.0,5,9268,926.8,0,0.02128958333606277,115.83333330000005,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False
27272.72727,3,12.88,840.91,10.0,0,0,0,2,11.34545455,1,736.3636364,920.4545455,6,0,0.0,14843.23077,83.16923077,0,0,0,1,4.0,0.0,3.0,6.0,2.0,0,10584,2116.8,0,0.030833366669750003,184.09090909999998,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False
11345.45455,3,13.33,324.99,10.0,1,2,0,9,14.95454545,2,613.6363636,767.0454545,11,1,1.0,2022.461538,16.15384615,1,0,0,1,10.0,0.0,2.0,18.0,10.0,3,3880,776.0,0,0.02864495191160058,153.40909090000002,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True
16363.63636,5,16.77,494.59,5.0,0,2,0,13,23.04,0,700.0,875.0,12,0,0.0,18492.92308,64.61538462,1,0,38,1,5.0,0.0,7.0,13.0,7.0,1,2822,0.0,0,0.030224944451161098,175.0,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False
20454.54545,3,8.69,782.26,9.0,0,1,0,14,9.59,0,785.4545455,916.3636364,14,0,0.0,12530.76923,20.03076923,0,0,0,1,9.0,0.0,8.0,19.0,14.0,3,1656,331.2,0,0.03824382223072085,130.90909090000002,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
27181.81818,3,11.061,767.12,10.0,0,0,4,19,5.94,0,710.0,887.5,9,2,0.0,16018.84615,48.0,0,0,4,1,5.0,0.0,5.0,16.0,12.0,0,5259,0.0,0,0.028221806021954638,177.5,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
4090.909091,3,10.087,143.46,1.0,1,1,0,27,10.36,0,540.0,585.0,8,2,2.0,1024.0,8.076923077,0,0,0,1,3.0,0.0,5.0,15.0,6.0,1,1565,469.5,0,0.035067999999220716,45.0,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False
6545.454545,3,7.89,250.29,2.0,1,0,2,8,10.91818182,1,741.8181818,927.2727273,18,0,0.0,6332.0,11.1,0,0,5,1,8.0,0.0,7.0,23.0,17.0,3,1645,329.0,0,0.03823875000265547,185.4545455,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False
20945.45455,3,5.841,588.38,10.0,0,0,0,14,8.64,0,634.0909091,686.9318182,11,0,0.0,37053.0,46.61538462,0,0,0,1,5.0,0.0,2.0,20.0,14.0,3,7692,0.0,0,0.02809105902168163,52.840909099999976,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
5454.545455,3,15.378,205.01,1.0,0,0,0,10,22.01454545,0,540.0,585.0,6,0,0.0,9140.769231,94.26923077,1,0,0,1,4.0,0.0,1.0,5.0,3.0,0,0,0.0,1,0.037585166663534564,45.0,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
21272.72727,5,16.416,497.73,10.0,0,2,0,37,13.55727273,0,785.4545455,916.3636364,15,1,1.0,4690.0,23.07692308,0,0,0,1,4.0,0.0,37.0,18.0,8.0,2,7135,0.0,0,0.023397564105563793,130.90909090000002,False,False,True,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False
11818.18182,3,11.754,438.4,6.0,0,0,0,8,18.40909091,0,750.0,937.5,23,0,0.0,8119.615385,21.75384615,1,1,0,1,9.0,0.0,3.0,33.0,9.0,3,1680,336.0,0,0.03709538460967763,187.5,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
15363.63636,3,5.852,391.5,10.0,0,0,2,2,9.973636364,0,725.0,906.25,12,0,0.0,13018.84615,45.5,0,0,5,1,6.0,0.0,4.0,12.0,4.0,3,3602,1080.6,0,0.02548224852674136,181.25,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
10000.0,3,17.919,353.01,10.0,0,1,0,2,11.42727273,0,690.0,747.5,5,1,1.0,2426.0,65.6,1,0,0,1,1.0,0.0,8.0,2.0,1.0,1,961,0.0,0,0.035301,57.5,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
8181.818182,3,12.681,342.22,1.0,0,0,12,21,13.03636364,0,568.6363636,710.7954545,11,0,0.0,39175.0,92.65384615,1,0,3284,1,5.0,0.0,7.0,13.0,7.0,3,4627,925.4,0,0.04182688888795941,142.15909090000002,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
10909.09091,3,12.897,412.06,10.0,1,0,4,21,15.16,0,685.0,799.1666667,10,0,0.0,18181.0,54.27692308,1,0,22413,1,6.0,0.0,9.0,17.0,9.0,3,5262,0.0,0,0.037772166663518986,114.16666669999995,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False
15454.54545,5,24.99,498.88,5.0,0,1,0,14,3.829090909,0,564.5454545,705.6818182,4,0,0.0,6909.230769,54.6,1,0,0,1,3.0,0.0,0.0,6.0,2.0,0,183,54.9,0,0.03228047059772955,141.13636369999995,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
24000.0,5,14.839,358.3,9.0,0,2,2,36,18.74,0,597.2727273,746.5909091,14,0,0.0,26859.53846,28.98461538,1,0,94,1,5.0,0.0,7.0,13.0,7.0,4,7655,765.5,0,0.014929166666666667,149.31818179999993,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
10000.0,3,10.791,365.31,1.0,1,1,0,2,21.73909091,0,780.0,910.0,12,0,0.0,13071.0,63.11538462,1,0,0,1,8.0,0.0,6.0,19.0,11.0,0,1981,396.2,0,0.036531,130.0,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False
21436.36364,3,10.791,652.57,3.0,1,0,0,26,19.53636364,0,627.2727273,731.8181818,8,0,0.0,14072.30769,61.9,1,0,0,1,5.0,0.0,6.0,8.0,4.0,2,798,239.4,0,0.030442196771765535,104.5454545,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False
11200.0,3,7.9,350.46,7.0,0,2,0,27,20.24545455,5,613.6363636,664.7727273,10,0,0.0,5155.384615,60.7,0,0,38,1,5.0,0.0,10.0,13.0,5.0,1,5124,512.4,0,0.031291071428571425,51.13636370000006,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False
2100.0,3,11.44,69.19,10.0,0,2,5,13,7.79,4,618.1818182,721.2121212,20,1,0.0,6664.615385,25.66153846,0,0,6,1,9.0,0.0,2.0,27.0,8.0,0,0,0.0,1,0.032947619047619045,103.030303,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False
9218.181818,3,16.99,301.23,6.0,1,2,0,13,12.61636364,0,640.9090909,694.3181818,5,0,0.0,11884.61538,72.0,0,0,0,1,3.0,0.0,4.0,7.0,4.0,0,0,0.0,1,0.032677810651532115,53.409090900000024,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False
8181.818182,3,7.371,314.25,10.0,1,2,0,8,15.74,0,552.2727273,690.3409091,14,0,0.0,15355.84615,62.0,1,0,0,1,11.0,0.0,5.0,24.0,12.0,0,0,0.0,1,0.03840833333247982,138.06818179999993,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
4581.818182,3,13.519,140.09,10.0,1,1,3,8,8.427272727,0,680.0,736.6666667,9,0,0.0,4276.0,48.34615385,1,0,3,1,5.0,0.0,5.0,16.0,7.0,2,691,69.1,0,0.03057519841148511,56.66666669999995,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False
21272.72727,5,11.421,406.71,10.0,0,0,4,18,8.854545455,0,548.1818182,639.5454545,7,0,0.0,15071.53846,87.41538462,0,0,4,1,4.0,0.0,15.0,4.0,3.0,2,7778,777.8,0,0.019118846156297286,91.36363630000005,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
10400.0,5,19.338,261.73,10.0,1,2,1,8,8.93,0,593.1818182,741.4772727,8,1,1.0,921.8461538,5.423076923,1,0,4663,1,5.0,0.0,7.0,13.0,7.0,0,0,0.0,1,0.025166346153846157,148.2954545,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
9818.181818,5,13.545,285.8,6.0,2,0,3,21,2.438181818,0,763.6363636,890.9090909,6,0,0.0,552.6923077,6.461538462,0,0,3,1,4.0,0.0,3.0,9.0,3.0,0,0,0.0,1,0.029109259259798324,127.27272730000004,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False
9454.545455,3,12.99,269.52,8.0,1,2,0,8,18.72,1,680.0,793.3333333,14,0,0.0,20673.69231,62.42307692,1,0,28914,1,8.0,0.0,2.0,14.0,8.0,1,1652,330.4,0,0.02850692307555255,113.33333330000005,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
7500.0,3,17.919,264.76,10.0,1,0,4,43,11.97818182,0,747.2727273,809.5454545,9,1,1.0,5123.0,31.01538462,1,0,1158,1,3.0,0.0,2.0,15.0,12.0,0,0,0.0,1,0.03530133333333333,62.27272719999996,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
10000.0,3,14.421,337.47,6.0,1,2,11,9,20.11090909,0,636.3636364,742.4242424,9,0,0.0,17533.38462,84.69230769,1,0,58510,1,5.0,0.0,7.0,13.0,7.0,0,4138,1241.4,0,0.033747000000000006,106.060606,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False
32727.27273,3,9.75,964.5,10.0,0,1,4,19,26.10545455,0,720.0,840.0,37,0,0.0,41427.69231,46.6,1,0,4,1,12.0,0.0,9.0,57.0,26.0,0,0,0.0,1,0.02947083333087743,120.0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
10909.09091,3,12.69,335.45,7.0,1,2,0,8,9.087272727,0,560.4545455,607.1590909,8,0,0.0,10902.76923,69.89230769,1,0,0,1,5.0,0.0,4.0,8.0,3.0,0,0,0.0,0,0.030749583330770866,46.70454540000003,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False
20454.54545,3,8.789,783.3,10.0,1,0,0,30,22.57363636,0,785.4545455,916.3636364,11,0,0.0,16076.30769,41.1,1,0,0,1,2.0,0.0,7.0,13.0,7.0,0,0,0.0,0,0.038294666675176586,130.90909090000002,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
10636.36364,3,5.32,271.04,10.0,0,0,4,27,9.196363636,0,796.3636364,929.0909091,8,0,0.0,12051.92308,56.2,0,0,4,1,4.0,0.0,6.0,7.0,3.0,0,0,0.0,0,0.025482393153681237,132.72727269999996,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
31818.18182,5,24.695,975.64,10.0,2,0,0,23,35.74545455,1,613.6363636,767.0454545,20,1,0.0,24308.30769,80.12307692,0,0,0,1,13.0,0.0,13.0,27.0,17.0,0,0,0.0,1,0.030662971426819258,153.40909090000002,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2545.454545,3,18.689,99.82,9.0,1,2,7,8,20.50909091,0,752.7272727,815.4545455,10,0,0.0,9998.153846,47.16923077,0,0,8,1,3.0,0.0,5.0,7.0,3.0,0,0,0.0,0,0.039215000007002676,62.72727280000004,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
35000.0,5,18.854,872.48,10.0,1,2,0,36,11.15181818,0,700.0,816.6666667,11,0,0.0,42127.38462,101.9,0,0,0,1,3.0,0.0,15.0,14.0,7.0,0,0,0.0,0,0.024928000000000002,116.66666669999995,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
27500.0,5,12.089,597.78,3.0,0,2,2,21,2.7,0,725.4545455,906.8181818,8,1,1.0,8822.0,23.88461538,0,0,5,1,5.0,0.0,7.0,14.0,7.0,0,0,0.0,0,0.021737454545454546,181.36363630000005,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
12272.72727,5,13.67,346.47,10.0,0,1,0,22,6.316363636,0,597.2727273,696.8181818,23,1,1.0,5556.0,28.1,0,0,0,1,2.0,0.0,26.0,13.0,7.0,0,0,0.0,1,0.028230888895162422,99.5454545,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
2863.636364,3,11.421,117.41,3.0,1,0,1,14,8.1,0,736.3636364,797.7272727,8,0,0.0,50.0,0.6,1,0,3880,1,5.0,0.0,7.0,13.0,7.0,0,0,0.0,0,0.04100031745511107,61.36363629999994,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
14545.45455,3,15.389,546.77,10.0,1,2,0,30,19.82181818,0,660.0,825.0,13,1,1.0,16388.61538,86.07692308,0,0,0,1,7.0,0.0,4.0,25.0,8.0,0,0,0.0,0,0.037590437488252984,165.0,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
